review_text,rating,restaurant_name,cuisine_type
The sushi was absolutely great. I would definitely come back again!,1,Bella Italia,Seafood
One of the best places for burger food! The dishes were amazing.,3,Burger Joint,Mexican
I found the burger to be great. Ambience made it even better.,5,Golden Dragon,Japanese
"The salad could have been more wonderful, but overall it was great.",2,Ocean Breeze,Seafood
One of the best places for pizza food! The dishes were outstanding.,1,Sushi World,Seafood
"I loved the pizza here, it was so wonderful.",4,Casa Mexicana,Indian
"I loved the ramen here, it was so mediocre.",2,La Trattoria,Seafood
One of the best places for curry food! The dishes were amazing.,5,Burger Joint,Seafood
"The tacos could have been more outstanding, but overall it was poor.",2,Casa Mexicana,Indian
"I loved the steak here, it was so fantastic.",4,Spice Hub,Indian
"I loved the curry here, it was so mediocre.",4,Spice Hub,Mediterranean
"I loved the ramen here, it was so great.",3,Golden Dragon,Chinese
"The ramen could have been more okay, but overall it was average.",2,Spice Hub,Japanese
The curry was absolutely mediocre. I would definitely come back again!,5,Spice Hub,Indian
The tacos was absolutely amazing. I would definitely come back again!,3,Spice Hub,Mediterranean
The pizza here is consistently wonderful. Highly recommend this spot.,1,Grill Master,Japanese
"The sushi could have been more mediocre, but overall it was outstanding.",5,La Trattoria,Seafood
One of the best places for lobster food! The dishes were wonderful.,1,Burger Joint,Mediterranean
The curry here is consistently great. Highly recommend this spot.,3,La Trattoria,Mediterranean
The ramen was absolutely great. I would definitely come back again!,1,Ocean Breeze,Mediterranean
I found the steak to be amazing. Ambience made it even better.,1,Casa Mexicana,Seafood
Service was curry and the outstanding tasted great.,2,Spice Hub,American
Service was salad and the delicious tasted okay.,4,Sushi World,American
The curry here is consistently amazing. Highly recommend this spot.,2,Casa Mexicana,Mediterranean
Service was steak and the great tasted fantastic.,5,Sushi World,Seafood
The pasta was absolutely great. I would definitely come back again!,2,Bella Italia,Chinese
The ramen here is consistently outstanding. Highly recommend this spot.,5,Bella Italia,Seafood
One of the best places for salad food! The dishes were wonderful.,3,Spice Hub,Mexican
"The pizza could have been more wonderful, but overall it was great.",1,La Trattoria,Chinese
"The pizza could have been more wonderful, but overall it was amazing.",2,Grill Master,Italian
"I loved the ramen here, it was so wonderful.",3,Burger Joint,Mediterranean
"I loved the pizza here, it was so poor.",1,Burger Joint,Italian
"The steak could have been more outstanding, but overall it was wonderful.",1,Sushi World,American
"The tacos could have been more wonderful, but overall it was delicious.",2,Burger Joint,American
"The curry could have been more outstanding, but overall it was amazing.",5,Golden Dragon,Seafood
The tacos was absolutely amazing. I would definitely come back again!,3,Spice Hub,Seafood
"The sushi could have been more wonderful, but overall it was okay.",3,Casa Mexicana,Seafood
"I loved the salad here, it was so fantastic.",5,Grill Master,Italian
Service was pizza and the delicious tasted fantastic.,2,Casa Mexicana,Italian
The ramen here is consistently average. Highly recommend this spot.,2,Bella Italia,Seafood
The salad was absolutely great. I would definitely come back again!,1,Grill Master,Chinese
The steak was absolutely okay. I would definitely come back again!,3,Spice Hub,Mexican
The pizza here is consistently average. Highly recommend this spot.,1,Sushi World,Japanese
One of the best places for lobster food! The dishes were mediocre.,2,Sushi World,Japanese
The pizza here is consistently outstanding. Highly recommend this spot.,1,La Trattoria,Japanese
"I loved the curry here, it was so mediocre.",2,Grill Master,American
"I loved the pizza here, it was so mediocre.",2,La Trattoria,Mexican
"I loved the burger here, it was so wonderful.",1,Casa Mexicana,Japanese
One of the best places for burger food! The dishes were great.,5,Grill Master,Mediterranean
One of the best places for burger food! The dishes were mediocre.,3,Grill Master,Mediterranean
I found the ramen to be mediocre. Ambience made it even better.,4,La Trattoria,American
I found the salad to be amazing. Ambience made it even better.,1,Casa Mexicana,Chinese
"The ramen could have been more mediocre, but overall it was wonderful.",1,Sushi World,American
The salad here is consistently okay. Highly recommend this spot.,4,La Trattoria,Seafood
I found the sushi to be great. Ambience made it even better.,5,Spice Hub,Chinese
"The burger could have been more okay, but overall it was amazing.",2,Burger Joint,American
I found the burger to be wonderful. Ambience made it even better.,5,Curry Delight,Mexican
One of the best places for pizza food! The dishes were fantastic.,4,Golden Dragon,Mediterranean
Service was ramen and the average tasted okay.,2,Sushi World,American
The burger was absolutely great. I would definitely come back again!,5,Casa Mexicana,Mediterranean
"The pizza could have been more outstanding, but overall it was average.",2,Bella Italia,American
The sushi was absolutely delicious. I would definitely come back again!,5,Curry Delight,Japanese
One of the best places for pasta food! The dishes were great.,1,Sushi World,Chinese
Service was curry and the okay tasted delicious.,4,Spice Hub,Japanese
"The sushi could have been more okay, but overall it was mediocre.",4,Spice Hub,Indian
I found the salad to be fantastic. Ambience made it even better.,3,Curry Delight,Japanese
The pasta here is consistently great. Highly recommend this spot.,5,Grill Master,Italian
One of the best places for steak food! The dishes were great.,5,Grill Master,Italian
"I loved the burger here, it was so delicious.",5,Grill Master,American
"I loved the pizza here, it was so mediocre.",3,Casa Mexicana,Indian
Service was salad and the outstanding tasted wonderful.,3,Sushi World,Chinese
The steak here is consistently great. Highly recommend this spot.,3,Casa Mexicana,Mediterranean
"I loved the tacos here, it was so delicious.",4,Spice Hub,American
One of the best places for burger food! The dishes were delicious.,3,Sushi World,Japanese
"The lobster could have been more fantastic, but overall it was average.",4,Sushi World,Mexican
Service was ramen and the amazing tasted delicious.,2,Curry Delight,Chinese
I found the curry to be poor. Ambience made it even better.,2,Bella Italia,Italian
I found the steak to be wonderful. Ambience made it even better.,5,Golden Dragon,Chinese
"The pizza could have been more mediocre, but overall it was wonderful.",4,Golden Dragon,Japanese
I found the lobster to be wonderful. Ambience made it even better.,2,Sushi World,Chinese
I found the pizza to be mediocre. Ambience made it even better.,1,Golden Dragon,Indian
Service was pizza and the mediocre tasted delicious.,3,Curry Delight,Mexican
The pizza was absolutely fantastic. I would definitely come back again!,3,Burger Joint,Mexican
"I loved the salad here, it was so amazing.",5,La Trattoria,Mediterranean
I found the pizza to be outstanding. Ambience made it even better.,1,La Trattoria,Mediterranean
"I loved the salad here, it was so great.",5,Spice Hub,Italian
One of the best places for lobster food! The dishes were outstanding.,4,Sushi World,Italian
One of the best places for tacos food! The dishes were amazing.,1,Ocean Breeze,Mexican
One of the best places for lobster food! The dishes were great.,2,Bella Italia,Indian
The pasta here is consistently fantastic. Highly recommend this spot.,3,Curry Delight,Chinese
I found the pasta to be great. Ambience made it even better.,2,Burger Joint,Japanese
"I loved the pasta here, it was so okay.",5,Ocean Breeze,Italian
One of the best places for salad food! The dishes were poor.,5,Burger Joint,American
One of the best places for ramen food! The dishes were amazing.,1,Casa Mexicana,American
One of the best places for burger food! The dishes were okay.,5,Casa Mexicana,American
Service was sushi and the amazing tasted wonderful.,1,Spice Hub,Seafood
One of the best places for curry food! The dishes were delicious.,3,Casa Mexicana,Mexican
I found the curry to be outstanding. Ambience made it even better.,2,Spice Hub,American
The curry here is consistently poor. Highly recommend this spot.,2,Bella Italia,Japanese
"The curry could have been more amazing, but overall it was wonderful.",3,La Trattoria,American
I found the sushi to be mediocre. Ambience made it even better.,2,Ocean Breeze,Indian
The lobster was absolutely average. I would definitely come back again!,3,Curry Delight,Chinese
"I loved the curry here, it was so wonderful.",5,Ocean Breeze,Chinese
The pizza here is consistently average. Highly recommend this spot.,4,Curry Delight,American
One of the best places for ramen food! The dishes were okay.,3,Golden Dragon,Italian
Service was steak and the poor tasted fantastic.,4,La Trattoria,Indian
I found the curry to be great. Ambience made it even better.,4,Spice Hub,Chinese
The salad was absolutely great. I would definitely come back again!,1,Grill Master,Seafood
One of the best places for curry food! The dishes were okay.,3,Golden Dragon,Seafood
The curry was absolutely outstanding. I would definitely come back again!,5,Grill Master,Mediterranean
The tacos was absolutely wonderful. I would definitely come back again!,5,Bella Italia,Japanese
One of the best places for curry food! The dishes were mediocre.,4,Curry Delight,Indian
One of the best places for pizza food! The dishes were mediocre.,5,Spice Hub,Mediterranean
Service was steak and the great tasted poor.,2,Burger Joint,Mediterranean
I found the tacos to be poor. Ambience made it even better.,3,Spice Hub,Chinese
Service was curry and the fantastic tasted great.,2,Casa Mexicana,Italian
I found the tacos to be average. Ambience made it even better.,4,Golden Dragon,Indian
The lobster here is consistently mediocre. Highly recommend this spot.,4,Golden Dragon,Mediterranean
"The lobster could have been more average, but overall it was poor.",1,Spice Hub,Italian
Service was pizza and the mediocre tasted wonderful.,2,Bella Italia,Italian
Service was salad and the amazing tasted outstanding.,4,Casa Mexicana,Seafood
One of the best places for salad food! The dishes were average.,4,La Trattoria,Italian
The steak here is consistently great. Highly recommend this spot.,5,La Trattoria,Japanese
"I loved the ramen here, it was so outstanding.",3,Grill Master,Japanese
"I loved the curry here, it was so great.",4,Sushi World,American
